?Que son las Devoluciones Locales?	Los productos que enviaron son de poca calidad.	0
Ahora tengo una disputa, ?qué puedo hacer?	Abrí una disputa y, por ahora, nada.	0
Ahora tengo una disputa, ?qué puedo hacer?	¿Puedo hacer una disputa dos veces?	0
?Como puedo pagar a traves de transferencia bancaria?	¿Cuándo puedo comprar con transferencia bancaria?	1
?Como puedo pagar a traves de transferencia bancaria?	¿Hacen transferencia bancaria?	0
?Qué formas de pago hay?	¿Por qué no hay método de pago con Western Union?	0
?Cómo puedo recibir un reembolso a través de mi saldo móvil?	¿Cómo recibo un reembolso a través de WebMoney?	0
?Cómo puedo recuperar mi dinero?	¿Cómo puedo transferir mi dinero a su cuenta?	0
?Cómo recibiré el reembolso de mi pedido?	¿Cómo recibiré el reembolso por mi pedido?	1
?Cómo puedo subir mi vídeo en respuesta a una mediación de disputa?	No puedo escribir en la caja de texto de respuesta.	0
?Cuándo tengo el reembolso?	¿Cuándo tengo el reembolso?	1
LLEVO MAS DE UNA HORA ESPERANDO, SU SERVICIO ES MUY MALO, POR FAVOR REVISEN MI CONSULTA - NO PUEDE SER QUE QUE ME CONTESTEN MUCHAS COSAS QUE HOY NO QUIERO SABER, LEAN Y REVISEN MI CONSULTA	Quiero que me devuelvan mi dinero.	1
LLEVO MAS DE UNA HORA ESPERANDO, SU SERVICIO ES MUY MALO, POR FAVOR REVISEN MI CONSULTA - NO PUEDE SER QUE QUE ME CONTESTEN MUCHAS COSAS QUE HOY NO QUIERO SABER, LEAN Y REVISEN MI CONSULTA	Pedí muchas cosas de diferentes tiendas y quiero pagarlas todas juntas.	1
?Cómo cancelo una disputa?	¿Cómo cancelo una disputa?	1
?Cómo cancelo una disputa?	¿Cómo modifico una disputa?	0
?Por qué no se puede abrir una disputa?	¿Por qué el pedido no se puede enviar a mi país/región?	0
?Por qué no se puede abrir una disputa?	¿Por qué el pedido no se puede enviar a China?	0
El pedido no aparece en mi cuenta	¿Cómo recibo el reembolso por mi pedido? ¿En mi cuenta bancaria?	0
El vendedor dice que no tiene en stock y me pide que cancele	Intento registrarme y me dice que el servicio no está disponible.	0
Después de la cancelación, ?en cuántos días devolverán el dinero?	Si pido ahora con UPS, ¿en cuántos días llega el artículo a mi país?	0
entonces como puedo hacer para salvar mis pedidos, que son muchos, si mi dirección viene incompleta?	Ya he pagado mi pedido, pero aparece como que aún no he pagado, ¿qué hacer?	0
Tengo un problema con un vendedor	Tengo un problema con el pago.	0
POR FAVOR LEAN MI CONSULTA - NO PUEDE SER QUE QUE ME CONTESTEN MUCHAS COSAS QUE HOY NO QUIERO SABER, LEAN MI CONSULTA	Quiero que me devuelvan mi dinero.	1
?Cómo establecer tarjeta principal?	¿Cómo puedo buscar los productos en su página principal?	0
?Cómo establecer tarjeta principal?	¿Cómo puedo establecer un método de pago automático?	0
?Cómo establecer tarjeta principal?	¿Por qué falló al establecer mi dirección de envío?	0
?Cómo conseguir que me devuelvan mi dinero?	¿Cómo puedo pedir que me devuelvan el dinero de este pedido?	1
?Cuándo recibiré mi pedido?	¿Recibiré mi pedido a tiempo?	0
?El producto que compré no funciona?	El producto que compré no funciona.	1
?Qué pasa si el producto que me dieron no coincide con el de la descripción?	¿Qué pasa si acepto los detalles de la disputa?	0
El sistema no me deja pagar	El ordenador no me deja escribir mensajes.	0
El sistema no me deja pagar	No me deja abrir una cuenta.	0
El sistema no me deja pagar	¿Por qué el sistema me dice que no puedo participar en esta promoción?	0
¿Cuándo recibiré el reembolso después de cerrar el pedido?	¿Cuándo recibiré mi reembolso por el pedido cancelado?	0
Tengo un problema con una disputa	Tengo un problema con un mal vendedor.	0
SU SERVICIO ES MUY MALO, POR FAVOR LEAN MI CONSULTA - NO PUEDE SER QUE QUE ME CONTESTEN MUCHAS COSAS QUE HOY NO QUIERO SABER, LEAN MI CONSULTA	necesito que me ayudes por favor	1
SU SERVICIO ES MUY MALO, POR FAVOR LEAN MI CONSULTA - NO PUEDE SER QUE QUE ME CONTESTEN MUCHAS COSAS QUE HOY NO QUIERO SABER, LEAN MI CONSULTA	¿Por qué tengo que pagar la tarifa de servicio de su banco?	1
?Cómo hacer el pago a través de Boleto?	Ya he hecho el pago con Boleto.	0
?Cómo puedo verificar mi dirección?	No puedo escribir mi dirección danesa.	0
?Puedo cancelar un pedido que ya pagué?	Deseo cancelar un pedido, pero no puedo.	0
?Quiero saber cómo se me va a realizar el reembolso?	Quiero saber más sobre el reembolso por tarjeta de crédito.	0
Cómo modificar una disputa	Cómo cancelar una disputa aceptada.	0
?Por qué mi pedido se cierra con el pago deducido?	¿Por qué se ha cancelado el pedido?	0
Cada vez que voy a pagar me dice que ha ocurrido un error desconocido	¿Necesito enviar una solicitud al banco cada vez que pago a plazos?	0
Cuándo me darán mi dinero después de cancelar el pedido	¿Cuándo me devolverían mi dinero? El pedido no ha llegado.	0
Dice que mi cuenta no está autorizada para hacer compras	Dice que el sistema no está disponible.	0
El estado de mi pedido es pendiente de recepción y todavía no he recibido el producto	He pagado mi pedido. ¿Por qué el estado del pedido dice Pendiente de pago?	0
¿Cómo pagar el pedido mediante Transferencia Bancaria?	Quiero pagar la factura con una transferencia bancaria.	0
"?Por qué aparece ""no pagado"" cuando el pago ya ha sido deducido en mi tarjeta?"	Ya he pagado mi pedido, pero aparece como que aún no he pagado, ¿qué hacer?	1
Ya estamos otra vez dando vueltas sin entendernos. Podria atenderme alguien?	¿Por qué mi pago está siendo verificado otra vez si ya ha sido confirmado?	1
?Cómo puedo saber si mi pedido ha sido cancelado o no?	Quiero saber si mi pedido ha sido realizado.	0
?Cómo puedo saber si mi pedido ha sido cancelado o no?	¿Cómo sé si mi pedido ha sido enviado?	0
?Cómo usar un cupón en un pedido?	¿Cómo usar un cupón en el pedido?	1
?Cuándo recibiré el dinero?	¿Cuándo recibiré el dinero?	1
?Cuándo se van a enviar mis productos?	¿Puedo enviar mis productos a China?	0
?Cuándo se van a enviar mis productos?	¿Cuándo puedo recibir mi paquete después de que los productos se envíen?	0
?Por qué cancelaron mi pedido?	¿Por qué Mi Pedido está vacío?	0
?Por qué cancelaron mi pedido?	¿Por qué mi pedido ha desaparecido?	0
?Qué otras formas tengo de hacer el pago?	¿Qué otras opciones de pago puedo usar?	1
?Qué otras formas tengo de hacer el pago?	Quiero cancelar mi pedido, pero el vendedor lo envíó de todas formas.	0
?Quien está a cargo de mi disputa? ?Puedo obtener tu dirección de correo electrónico?	¿Cómo puedo obtener los mejores costes de envío?	0
?Quien está a cargo de mi disputa? ?Puedo obtener tu dirección de correo electrónico?	Borrarme de la lista de correo.	0
Cómo pago mi pedido a través de Westen Unión. ?Cuál es el siguiente paso?	¿Cuál es el código de mi país?	0
Cómo pago mi pedido a través de Westen Unión. ?Cuál es el siguiente paso?	¿Podemos hacer el pago a través de tarjeta de débito?	0
El pedido no llega y el vendedor no responde	El vendedor no responde a mi petición de reembolso.	0
El producto no es lo que quiero o pedí	El vendedor no tiene los zapatos que pedí, pero no me contesta.	0
El tiempo de procesamiento ha terminado, y el vendedor no ha enviado el producto	¿Cuándo recibiré el reembolso si la disputa ha terminado?	0
Hola tengo problemas para hacer los pagos debido a una apelacion pendiente que no esta completada	Tengo problemas para crear mi cuenta.	0
no puedo pagar mis pedido	¿Cómo puedo pagar mi pedido?	0
Quiero hablar con un humano	Quiero hablar con un humano.	1
Gracias hace poco compré un producto y solo me duró muy poco salió defecto de fabrica es un auto stereo	Necesito instrucciones para un artículo que compré.	0
Tengo problemas con una disputa	Tengo un problema con la disputa.	1
?Cuándo debo pagar por un pedido de pre-venta?	¿Cómo debo pagar con Western Union?	0
?Cómo pagar con tarjeta de crédito?	Tengo un problema al pagar online con mi tarjeta de crédito.	0
?como puedo hacer para salvar mis pedidos, que son muchos, si mi dirección viene incompleta?	Quiero que mis pedidos se envíen juntos a mi dirección.	0
?El sistema de pago está fuera de servicio?	¿Cómo uso el Servicio de Garantía?	0
?Por qué en mi estatus indica esperando mi pago?	¿Por qué mi pago está congelado?	0
?Por qué no se ha mostrado mi comentario?	¿Por qué el pago no se ha verificado?	0
?Por qué no se ha mostrado mi comentario?	¿Por qué se ha extendido el período de entrega?	0
?Por qué se ha cancelado mi pedido?	Mi pedido ha sido cancelado. ¿Pueden decirme por qué?	1
?Por qué se ha cerrado mi cuenta?	¿Por qué no se ha cancelado mi pedido?	0
Cómo puedo recibir un reembolso a través de Western Union	Tras hacer un pedido, ¿cómo puedo pagar con Western Union?	0
El pedido no se ha pagado	El vendedor se niega a enviar mi pedido después de haber pagado.	0
El pedido no se ha pagado	¿Por qué el pedido ha sido cancelado pero el pago ya se ha hecho?	0
El sitio no me permite abrir una disputa	No se me permite iniciar sesión.	0
quiero hablar con una persona	Necesito hablar con un representante.	1
quiero saber el estado de mi reembolso	Quiero saber el estado de la mediación.	0
QUIERO HACER UNA CONSULTA	Quiero hacer transferencia bancaria desde **.	1
problemas con la garantia	estoy teniendo problemas con mi pedido	0
?Necesito presentar una queja contra un vendedor!	Quiero presentar una reclamación porque el vendedor me ha estafado.	1
?Quiero recuperar el dinero! ?No puedo esperar tanto tiempo!	Quiero extender el tiempo de envío a * días.	0
?Quiero recuperar el dinero! ?No puedo esperar tanto tiempo!	Quiero que devuelvan el dinero de los productos a otra tarjeta.	0
?Cómo introducir una dirección de envío?	¿Cómo añado la dirección de envío?	0
?Cómo introducir una dirección de envío?	¿Cómo cambio la dirección de envío?	0
?Cómo pruebo mi identidad?	¿Cómo cancelo mi pedido?	0
?Cómo puedo pagar la información de pago?	¿Cuándo puedo recibir la información de envío?	0
?Cómo puedo revisar un comentario?	¿Cómo puedo recibir un reembolso?	0
?Cómo se extiende el tiempo de procesamiento?	¿Puedo extender el tiempo de procesamiento?	0
?Cuál es el estado de mi pedido?	El estado de mi pedido es Nulo. ¿Qué ocurre?	0
?Cuál es la solución de mi caso?	¿Cuál es la situación con mi disputa?	0
?Cuál es la solución de mi caso?	¿Cuál es la información de contacto?	0
?Cuándo voy a recibir el dinero de los productos cancelados?	¿Cuándo recibiré un reembolso si los pedidos han sido cancelados?	1
?Dónde está la respuesta?	¿Dónde está la información de la disputa?	0
?En cuántos días recibiré mi dinero si cancelo el pedido?	¿Cuándo recibiré el reembolso si cancelo mi pedido?	1
?Existe la forma de pago en la puerta?	¿Cuál es la mejor forma de contactar con un vendedor?	0
?Existe la forma de pago en la puerta?	Hice una compra, pero la tienda no existe.	0
?Los gastos de envío fueron pagados en el momento de envío o en la recepción del producto?	Gastos de envío por devolución.	0
?Por qué el pago recibido es menos de lo que pagamos?	El vendedor dice que el pago no ha sido recibido después de haber finalizado el pedido. ¿Qué puedo hacer?	0
?Por qué hasta ahora no tengo mi dinero?	¿Por qué no me devuelven el dinero?	1
?Por qué mi envío tarda tanto?	¿Por qué mi pago tarda tanto en ser procesado?	0
?Por qué mi envío tarda tanto?	¿Por qué tardan tanto en resolver la disputa?	0
?Por qué no pude pagar con mi tarjeta de crédito?	¿Por qué no puedo usar mi tarjeta de crédito?	1
?Por qué permitís que engañen a vuestros clientes?	¿Por qué me piden que guarde mi tarjeta?	0
?Por que el vendedor no envía el producto ni responde?	El producto recibido no es bueno ni funciona, ¿qué puedo hacer?	0
?Por que el vendedor no envía el producto ni responde?	El vendedor no responde a mi petición de reembolso.	0
?Puedo pagar con una tarjeta de regalo?	¿Puedo pagar con una tarjeta de regalo?	1
?Qué es mi ID de usuario?	¿Por qué mi nivel de usuario ha disminuido?	0
?Qué hacer si el vendedor me está estafando?	¿Qué puedo hacer si mi pedido está congelado debido a las actividades del vendedor?	0
Cómo me pongo en contacto con el vendedor	¿Cómo contacto con un vendedor?	1
Cómo puedo presentar una queja	Necesito presentar una disputa, pero el plazo se ha agotado. ¿Qué puedo hacer?	0
Cambiar la persona de contacto	¿Cómo puedo cambiar la dirección de recepción?	0
Cuándo recibiré el reembolso después de cancelar el pedido	¿Cuándo recibiré el reembolso tras cancelar el pedido?	1
Cuándo recibiré el reembolso después de cancelar el pedido	¿Cuándo será aprobado el reembolso y cuándo lo recibiré?	0
Donde está mi pedido por favor	Mi pedido está cerrado por No enviado.	0
El estado de la solicitud del reembolso	¿Cuál es el estado de la reclamación?	0
El estado de la solicitud del reembolso	El estado del pedido no ha cambiado después de que hiciera el pago, ¿qué ocurre?	0
El pedido indica que no he pagado, pero ya pagué	Ya he pagado, pero aparece como que no lo hice.	1
El proveedor no responde a los casos	¿Cómo contacto con el equipo de Gestión de Casos?	0
El vendedor debe pagar los gastos de envío	¿Tengo que pagar los costes de envío para el servicio de reparación?	0
El vendedor exige el uso de PayPal para devolver mi dinero.	Esperé para mi reembolso y el vendedor nunca respondió.	0
El vendedor me dice que cancele el pedido para devolverme el dinero	¿Cuánto tarda el centro de disputas en devolverme mi dinero?	0
El vendedor me ha dado un número de seguimiento que no se corresponde con mi pedido.	Hice un pedido, pero no me dieron ningún número de seguimiento.	0
Acabo de realizar un pedido pero dijo que la transacción se cerró, no entiendo	Acabo de pedir un producto online, pero no he puesto la dirección correcta, ¿qué puedo hacer?	0
Acabo de realizar un pedido pero dijo que la transacción se cerró, no entiendo	¿Cómo puedo cancelar un producto que acabo de hacer?	0
tengo un reembolso pendiente	¿Cómo pido un reembolso?	0
quisiera saber que ha pasado con mi disputa, no lo entiendo	Tengo una disputa por mi pedido que ha sido cerrada.	0
quiero borrar mi tarjeta de credito	No quiero enviar el extracto de mi tarjeta de crédito.	0
Por favor, hágame saber por qué se cancela uno de mis pedidos	¿Me pueden hacer descuento?	0
Por favor, hágame saber por qué se cancela uno de mis pedidos	¿Cuánto dinero me devolverán?	0
no puedo localizar mi pedido	¿Puedo editar mi pedido?	0
No me a llegado mi pedido	Mi pedido ha llegado. Los artículos estaban algo dañados.	0
hola ya mire la pagina que me sugeriste pero no consigo cambiar de euros a pesos me colaboras por favor?	Por favor, díganme cómo cambiar la dirección de entrega.	0
porque no puedo abrir disputas y mi cuenta esta desactivada por seguridad	¿Cómo puedo cerrar esta cuenta?	0
?Cómo puedo recibir un reembolso a través de Doku?	¿Cómo recibo un reembolso a través de Maestro?	0
"?Qué quiere decir ""Guardar tarjeta"" en la página de pago?"	Transferencia bancaria y Western Union no aparecen como métodos de pago en la página de pago.	0
?Cómo consigo un cupón?	¿Cómo elimino un cupón?	0
?Cómo consultar dónde está mi pedido?	¿Dónde está mi cupón?	0
?Cómo puedo eliminar artículos de mi lista de deseos?	Compartir mi Lista de Deseos.	0
?Cómo puedo saber la ID de otros miembros?	¿Puedo contactar a otros compradores?	0
?Cómo puedo saber si han enviado los productos?	¿Cómo cancelo un pedido si los productos ya se han enviado?	0
?Cómo puedo saber si han enviado los productos?	¿Cómo puedo ver los mensajes que ya he enviado?	0
?Cómo puedo saber si un proveedor acepta depósitos o no?	¿Cómo saber si mi pedido está cancelado o no?	0
?Cómo reactivar mi cuenta?	¿Cómo cierro mi cuenta?	0
?Cómo reactivar mi cuenta?	¿Cómo restauro mi cuenta?	0
?Cómo solicito un reembolso?	¿Cómo puedo conseguir un reembolso?	0
?Cúanto tiempo tarda la verificación de los documentos?	¿Cuánto tiempo se mostrarán los productos vistos recientemente en la web?	0
?Como puedo cancelar un pedido que está en proceso de pago?	¿Cómo puedo cancelar el pedido en Pendiente de pago?	1
?Cuándo se cancelará el pedido?	¿Cuándo se actualizará la cantidad de mi pedido después de que el vendedor la cambie?	0
?Cuánto tiempo es necesario para poder recuperar el dinero de una transacción fallida?	¿Cuánto tardarán en devolverme el dinero de una transacción fallida?	1
?Cuánto tiempo tomará la verificación del pago?	Mi pedido fue congelado después de la verificación del pedido, debido a que el vendedor está siendo investigado.	0
?Cuántos días faltan hasta que llegue?	¿Necesito confirmar mercancía recibida antes de que llegue?	0
?En qué situación se me realizará el reembolso?	¿Se me devolverá el cupón?	0
?Hay algún error en sus opciones de pago?	¿Hay algún vendedor en Norteamérica?	0
?Hay algún error en sus opciones de pago?	¿Hay algún coste de cancelación de pedido?	0
?Por qué el pedido no puede ser enviado a mi país?	¿Por qué no se puede enviar el pedido a mi país?	1
?Por qué me han descontado un pago si no he hecho ninguna transacción?	He hecho un pago duplicado por error.	0
?Por qué me han descontado un pago si no he hecho ninguna transacción?	¿El vendedor será notificado si he hecho el pago?	0
?Por qué no puedo usar mi tarjeta de crédito?	¿Por qué no aceptan mi tarjeta de crédito?	1
?Puedo conseguir que el producto llegue más rápido?	¿Puedo hacer que el producto llegue más rápido?	1
?Puedo saber qué está pasando con mi disputa?	¿Cómo puedo saber si mi pedido está viniendo?	0
?Puedo saber qué está pasando con mi disputa?	¿Por qué mi pedido está cerrado con el pago deducido?	0
?Puedo saber qué está pasando con mi disputa?	¿Por qué está cerrada la disputa?	0
?Qué debo hacer si mi paquete está detenido en la Aduana?	El paquete está en manos de la aduana, ¿cómo puedo hacer el trámite?	1
?Qué pasa si el vendedor no acepta ni rechaza mi disputa en el plazo indicado?	¿Qué pasa si el vendedor no aprueba mi solicitud de cancelación?	0
?Qué significa -Error de dirección de envío?	¿Qué significa Pendiente de envío de vuelta?	0
Cómo abrir una disputa para un pedido finalizado	Cómo abrir disputa por un pedido cerrado.	0
Cómo ponerse en contacto con el proveedor si la dirección de correo electrónico no funciona	¿Cómo contacto con el equipo de Gestión de Casos?	0
Cómo utilizar el reembolso de un pedido para otro	¿Cuándo recibiré un reembolso por el pedido?	0
Cancelar pendiente de pago	Les envié mi transferencia, pero aún pone pendiente de pago.	0
Cuál es el coste de envío a China?	¿Cuál es el nombre de la compañía del envío?	0
Cuándo voy a recibir mi reembolso del pedido cancelado	¿Cuándo voy a recibir mis pedidos?	0
El código de seguimiento es incorrecto, no puedo saber dónde está mi pedido	El código de seguimiento es incorrecto, así que no puedo saber dónde está mi pedido.	1
El proveedor no ayuda a resolver mi reclamación	¿Cómo compruebo mi reclamación?	0
El proveedor no está online	¿Por qué mi pedido está congelado a pesar de que el proveedor ya lo envió?	0
El proveedor no está online	¿Dónde está la respuesta del proveedor?	0
El vendedor acordó devolver el dinero, ?cómo puedo obtenerlo?	Uno de mis pedidos fue cancelado por el vendedor. ¿Cómo puedo recibir mi dinero de vuelta?	0
El vendedor acordó devolver el dinero, ?cómo puedo obtenerlo?	El producto ha sido devuelto al vendedor. ¿Cuándo puedo recibir mi dinero?	0
El vendedor no es responsable de la disputa	¿Cómo cambio el motivo de la disputa?	0
El vendedor no extiende el plazo de entrega	El vendedor me pidió que confirmase la entrega antes de enviarme el producto.	0
¿Por qué no me han dado la información de envío de mi pedido?	¿Por qué la ID de seguimiento que me han dado es falsa?	0
¿Por qué no me han dado la información de envío de mi pedido?	¿Por qué no hay más información de seguimiento de mi paquete?	0
¿Qué formas de pago hay?	¿Qué otro modo hay para que haga el pago?	0
¿Qué formas de pago hay?	Quiero cancelar mi pedido, pero el vendedor lo envíó de todas formas.	0
Abrí una disputa, acordaron en realizar un reembolso de mi dinero	Abrí una disputa y el vendedor aceptó.	0
Abrí una disputa, acordaron en realizar un reembolso de mi dinero	He abierto una disputa por mi pedido, pero el proveedor ha rechazado la petición de reembolso.	0
Acepté una disputa accidentalmente	¿Cómo cancelar una disputa?	0
Ayuda para saber dónde está un pedido	He cancelado un pedido. ¿Dónde está mi dinero por los artículos?	0
Ayuda para saber dónde está un pedido	¿Dónde está vuestra sede?	0
cuando aprobarán mi apelación	Mi apelación ha sido aceptada, ¿puedo comprar otra vez?	0
cuando aprobarán mi apelación	Necesito verificar mi email cuando creo una cuenta.	0
hola no puedo pagar mis pedidos	¿Puedo pagar mis pedidos combinados?	0
hola, han enviado mi paquete a otra dirección pero no puedo abrir disputa porque mi cuenta esta desactivada, ¿que puedo hacer?	¿Cómo puedo hacer un pedido si mi cuenta está desactivada?	0
hola, han enviado mi paquete a otra dirección pero no puedo abrir disputa porque mi cuenta esta desactivada, ¿que puedo hacer?	Mis puntos de privilegio no se han añadido a mi cuenta. ¿Qué puedo hacer?	0
pues mi problema es que he creado la cuenta pero el correo electronico no es correcto	No acepta mi pago en Western Union. La razón es que el número de cuenta no es correcto.	0
quiero que el pedido vuelva a su curso	"¿Qué significa ""El proveedor ha enviado parcialmente su pedido""?"	0
veras mi pedido no ha llegado y mi orden aparece como completada pero nunca recibi mi producto	Ya realicé mi pago, pero aparece como no pagado. ¿Qué hago?	0
?Cómo comprar al por mayor?	¿Cómo compro al por mayor?	1
?Cómo comprobar el estado del envío?	¿Cómo puedo comprobar el estado de la reclamación?	0
?Cómo conseguir el reembolso si el producto no llega?	Si pido ahora con UPS, ¿en cuántos días llega el artículo a mi país?	0
?Cómo elegir el tamaño o el color?	¿Cómo puedo usar el cupón o el código del cupón?	0
?Cómo es que mi pedido no se aprueba?	Quiero mi reembolso. ¿Cómo hago que la disputa se resuelva?	0
?Cómo es que mi pedido no se aprueba?	¿Cuándo se actualizará la cantidad de mi pedido después de que el vendedor la cambie?	0
?Cómo pagar con tarjeta Visa?	Estoy intentando pagar con una tarjeta Visa y no me deja pagar.	0
?Cómo puedo activar mi cupón de registro?	¿Cómo registro una cuenta de vendedor?	0
?Cómo puedo cambiar el país?	¿Cómo puedo cambiar el idioma español a inglés?	0
?Cómo puedo cambiar la dirección email de registro?	Por favor, díganme cómo cambiar la dirección de entrega.	0
?Cómo puedo cerrar la sesión de mi cuenta?	¿Cómo cierro sesión con mi cuenta?	1
?Cómo puedo comprobar si mi dirección de entrega es correcta?	¿Cómo cambio la dirección de entrega?	0
?Cómo puedo comprobar si mi dirección de entrega es correcta?	¿Cómo puedo corregir mi dirección de email?	0
?Cómo puedo ganar puntos o conseguir cupones?	¿Cómo puedo ganar cupones?	1
?Cómo puedo hacer cambios en mi perfil?	¿Cómo puedo editar mi perfil?	1
?Cómo puedo hacer cambios en mi perfil?	¿Cómo edito mi perfil de miembro?	1
?Cómo puedo hacer cambios en mi perfil?	No puedo encontrar mi perfil de miembro.	0
?Cómo puedo hacer cambios en mi perfil?	No puedo iniciar sesión en mi cuenta. ¿Qué puedo hacer?	0
?Cómo puedo hacer un cambio?	¿Cómo puedo hacer un pedido combinado?	0
?Cómo puedo obtener un reembolso? Envié el producto de nuevo.	¿Puedo transferir el reembolso a mi nuevo pedido?	0
?Cómo puedo obtener un reembolso? Envié el producto de nuevo.	Mi pedido fue cancelado. ¿Cómo puedo lo hago de nuevo?	0
?Cómo puedo reanudar un pedido?	¿Cómo puedo hacer un pedido si mi cuenta está deshabilitada?	0
?Cómo recibo el número de seguimiento de mi pedido?	¿Dónde puedo ver el número de seguimiento de mi pedido?	0
?Cómo recibo el número de seguimiento de mi pedido?	¿Cómo obtener el número de seguimiento?	1
?Cómo responder a una reclamación?	¿Cómo cancelar una reclamación?	0
